Accession,Release_Date,Species,Length,Geo_Location,U.S._State,Host,Isolation_Source,Collection_Date
MT750157,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/24/2020
MT750158,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/23/2020
MT750159,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,6/21/2020
MT750160,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Waukesha county",WI,Homo sapiens,oronasopharynx,6/21/2020
MT750161,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dodge county",WI,Homo sapiens,oronasopharynx,6/22/2020
MT750162,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/22/2020
MT750163,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: New York, Westchester county",NY,Homo sapiens,oronasopharynx,6/23/2020
MT750164,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dodge county",WI,Homo sapiens,oronasopharynx,6/22/2020
MT750165,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/19/2020
MT750166,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/24/2020
MT750167,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/22/2020
MT750168,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/19/2020
MT750169,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/20/2020
MT750170,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/19/2020
MT750171,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Illinois, Cook county",IL,Homo sapiens,oronasopharynx,6/27/2020
MT750172,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/27/2020
MT750173,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/25/2020
MT750174,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/25/2020
MT750175,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: New York, Onondaga county",NY,Homo sapiens,oronasopharynx,6/27/2020
MT750176,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/27/2020
MT750177,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/28/2020
MT750178,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Illinois, Cook county",IL,Homo sapiens,oronasopharynx,6/25/2020
MT750179,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/25/2020
MT750180,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/25/2020
MT750181,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/25/2020
MT750182,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: California, Los Angeles county",CA,Homo sapiens,oronasopharynx,6/27/2020
MT750183,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/24/2020
MT750184,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/23/2020
MT750185,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/24/2020
MT750186,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/23/2020
MT750187,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Winnebago county",WI,Homo sapiens,oronasopharynx,6/22/2020
MT750188,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Jefferson county",WI,Homo sapiens,oronasopharynx,6/22/2020
MT750189,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/22/2020
MT750190,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/23/2020
MT750191,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/22/2020
MT750192,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/23/2020
MT750193,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,"USA: Wisconsin, Waukesha county",WI,Homo sapiens,oronasopharynx,6/23/2020
MT750194,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/24/2020
MT750195,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/24/2020
MT750196,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/24/2020
MT750197,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29769,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/23/2020
MT750198,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Door county",WI,Homo sapiens,oronasopharynx,6/23/2020
MT750199,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/24/2020
MT750200,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,6/24/2020
MT750201,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Illinois, Cook county",IL,Homo sapiens,oronasopharynx,6/24/2020
MT750333,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,6/3/2020
MT750334,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: CA,CA,Homo sapiens,,4/16/2020
MT750335,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: CA,CA,Homo sapiens,,4/16/2020
MT750336,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/16/2020
MT750337,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: CA,CA,Homo sapiens,,4/16/2020
MT750338,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/16/2020
MT750339,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,4/16/2020
MT750340,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: CA,CA,Homo sapiens,,4/16/2020
MT750341,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,USA: CA,CA,Homo sapiens,,4/16/2020
MT750342,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: CA,CA,Homo sapiens,,4/16/2020
MT750343,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: CA,CA,Homo sapiens,,4/16/2020
MT750344,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: CA,CA,Homo sapiens,,4/16/2020
MT750345,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,4/22/2020
MT750346,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/23/2020
MT750347,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/23/2020
MT750348,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: CA,CA,Homo sapiens,,4/24/2020
MT750349,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/24/2020
MT750350,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,USA: CA,CA,Homo sapiens,,4/24/2020
MT750351,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/24/2020
MT750352,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,4/24/2020
MT750353,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,CA,Homo sapiens,,4/24/2020
MT750354,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: CA,CA,Homo sapiens,,4/24/2020
MT750355,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: CA,CA,Homo sapiens,,4/24/2020
MT750356,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,USA: CA,CA,Homo sapiens,,4/24/2020
MT750357,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,USA: CA,CA,Homo sapiens,,4/24/2020
MT750358,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/28/2020
MT750359,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/28/2020
MT750360,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29494,USA: CA,CA,Homo sapiens,,4/28/2020
MT750361,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/27/2020
MT750362,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/27/2020
MT750363,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA: CA,CA,Homo sapiens,,4/24/2020
MT750364,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/24/2020
MT750365,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/25/2020
MT750366,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,4/26/2020
MT750367,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,4/26/2020
MT750368,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29827,USA: CA,CA,Homo sapiens,,4/27/2020
MT750369,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/27/2020
MT750370,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/27/2020
MT750371,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,USA: CA,CA,Homo sapiens,,4/27/2020
MT750372,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/27/2020
MT750373,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,USA: CA,CA,Homo sapiens,,4/28/2020
MT750374,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/28/2020
MT750375,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/28/2020
MT750376,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,4/28/2020
MT750377,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/28/2020
MT750378,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/28/2020
MT750379,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/28/2020
MT750380,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: CA,CA,Homo sapiens,,4/28/2020
MT750381,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/28/2020
MT750382,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,4/28/2020
MT750383,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: CA,CA,Homo sapiens,,4/28/2020
MT750384,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/28/2020
MT750385,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,CA,Homo sapiens,,4/29/2020
MT750386,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,4/29/2020
MT750387,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,USA: CA,CA,Homo sapiens,,4/17/2020
MT750388,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,4/17/2020
MT750389,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/17/2020
MT750390,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/17/2020
MT750391,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/17/2020
MT750392,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/19/2020
MT750393,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: CA,CA,Homo sapiens,,4/20/2020
MT750394,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/20/2020
MT750395,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,USA: CA,CA,Homo sapiens,,4/21/2020
MT750396,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: CA,CA,Homo sapiens,,4/21/2020
MT750397,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,USA: CA,CA,Homo sapiens,,4/22/2020
MT750398,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,4/22/2020
MT750399,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29494,USA: CA,CA,Homo sapiens,,4/22/2020
MT750400,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,4/22/2020
MT750401,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/22/2020
MT750402,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: CA,CA,Homo sapiens,,4/22/2020
MT750403,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/22/2020
MT750404,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA: CA,CA,Homo sapiens,,4/22/2020
MT750405,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: CA,CA,Homo sapiens,,4/22/2020
MT750406,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,USA: CA,CA,Homo sapiens,,4/23/2020
MT750407,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: CA,CA,Homo sapiens,,4/23/2020
MT750408,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,USA: CA,CA,Homo sapiens,,4/23/2020
MT750409,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/23/2020
MT750410,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/23/2020
MT750411,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/15/2020
MT750412,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,4/15/2020
MT750413,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,USA: CA,CA,Homo sapiens,,5/4/2020
MT750414,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,5/4/2020
MT750415,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,5/5/2020
MT750416,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: CA,CA,Homo sapiens,,5/5/2020
MT750417,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,5/6/2020
MT750418,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,5/6/2020
MT750419,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: CA,CA,Homo sapiens,,5/6/2020
MT750420,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: CA,CA,Homo sapiens,,5/6/2020
MT750421,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,5/6/2020
MT750422,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,USA: CA,CA,Homo sapiens,,5/6/2020
MT750423,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: CA,CA,Homo sapiens,,5/6/2020
MT750424,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,5/6/2020
MT750425,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,USA: CA,CA,Homo sapiens,,5/6/2020
MT750426,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,5/6/2020
MT750427,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,USA: CA,CA,Homo sapiens,,5/7/2020
MT750428,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29773,USA: CA,CA,Homo sapiens,,5/7/2020
MT750429,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,USA: CA,CA,Homo sapiens,,5/7/2020
MT750430,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: CA,CA,Homo sapiens,,5/6/2020
MT750431,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,5/6/2020
MT750432,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: CA,CA,Homo sapiens,,5/7/2020
MT750433,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,4/29/2020
MT750434,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: CA,CA,Homo sapiens,,4/29/2020
MT750435,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,4/30/2020
MT750436,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,4/30/2020
MT750437,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: CA,CA,Homo sapiens,,4/30/2020
MT750438,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/30/2020
MT750439,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,CA,Homo sapiens,,4/30/2020
MT750440,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,4/30/2020
MT750441,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: CA,CA,Homo sapiens,,4/30/2020
MT750442,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/29/2020
MT750443,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,5/1/2020
MT750444,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,5/1/2020
MT750445,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,5/1/2020
MT750446,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,CA,Homo sapiens,,5/1/2020
MT750447,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,5/3/2020
MT750448,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: CA,CA,Homo sapiens,,5/3/2020
MT750449,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,5/4/2020
MT750450,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,USA: CA,CA,Homo sapiens,,4/29/2020
MT750451,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,USA: CA,CA,Homo sapiens,,5/8/2020
MT750452,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,USA: CA,CA,Homo sapiens,,5/8/2020
MT750453,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,5/11/2020
MT750454,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: CA,CA,Homo sapiens,,5/12/2020
MT750455,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,5/13/2020
MT750456,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,5/14/2020
MT750457,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA: CA,CA,Homo sapiens,,5/15/2020
MT750458,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: CA,CA,Homo sapiens,,5/15/2020
MT750459,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/11/2020
MT750460,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,4/12/2020
MT750461,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29820,USA: CA,CA,Homo sapiens,,4/19/2020
MT750462,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: CA,CA,Homo sapiens,,4/21/2020
MT750463,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: CA,CA,Homo sapiens,,4/21/2020
MT750464,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: CA,CA,Homo sapiens,,4/22/2020
MT750465,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,CA,Homo sapiens,,4/22/2020
MT750466,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,4/22/2020
MT750467,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: CA,CA,Homo sapiens,,4/22/2020
MT750468,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,USA: CA,CA,Homo sapiens,,4/22/2020
MT750469,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: CA,CA,Homo sapiens,,4/22/2020
MT750470,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,4/22/2020
MT750471,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: CA,CA,Homo sapiens,,4/24/2020
